title,body
Senate Spars With Goldman Sachs Over Commodities,"Goldman executives locked in a testy public face-off with members of Congress, fighting suggestions that the bank had taken too large a role in the commodities market."
Goldman Sachs Reports $428 Million Loss,"Goldman Sachs, weighed down by problems in its private equity portfolio and the broader global economic woes, reported a loss of $428 million."
Goldman Sachs Gives Blankfein a Big Raise,"The investment bank increased its chief executive’s salary to $2 million for 2011, from $600,000, and granted him a bonus of restricted stock valued at $12.6 million."
Goldman Sachs Tops Expectations as Revenues Fall,"While earnings fell from the previous year, the investment bank posted profit of $1.56 a share, nearly double analysts’ consensus estimate of 82 cents a share."
Goldman Sachs Disappoints With Earnings of $1.05 Billion,The weak showing reflected the investment bank’s costly move to reduce risk and cut back trading activities. The second-quarter performance points to the new reality on Wall Street.
Goldman Sachs Faces Questions on Sale of Investments,Goldman Sachs officials met with confrontation and blunt questioning as senators from both parties challenged them over their aggressive marketing of mortgage investments at a time when the housing market was already starting to falter. 
Goldman Sachs Casts Focus on Millennial Women,"The bank, along with Teen Vogue magazine, has published its third-annual survey of millennial women’s fashion and beauty brand loyalties."
Meet the Goldman Sachs Banker Behind @GSElevator,A new Twitter account claims to dish the dirt on what gets overheard inside the elevators at the Wall Street firm.
"Goldman Sachs, Buying Redemption","Via its Goldman Sachs Foundation, led by Dina Powell, the firm many associate with Wall Street greed and excess has staked out a position as one of the nation’s leading corporate philanthropists."
"One of Goldman Sachs’s 10,000 Small Businesses","Before the program, Johnson Security had no construction-related security business."
"For Goldman Sachs, Remaking a Hub in Battery Park City",An investment banking giant works to reshape the restaurant and hotel landscape of its new neighborhood.
Goldman Sachs to Finance Early Education Program,"Through an experimental method of financing social services, the bank is lending up to $4.6 million for a preschool program in Salt Lake City."
Goldman Sachs Hires Former European Commission President,"José Manuel Barroso, who was also the former prime minister of Portugal, will serve as an adviser and the chairman of Goldman Sachs International."
Goldman Sachs Promotes Its Chief of Staff,"John F.W. Rogers, who has served as chief of staff under three chief executives at the firm, added another title: executive officer. Edith Cooper was given the title as well."
Goldman Sachs Misses Out on Big Alibaba Payoff,"Investors stand to make huge sums from the Chinese company’s approaching I.P.O. — but Goldman, which sold its stake a decade ago, will not be one of them."
"Goldman Sachs, Buying Redemption","Via its Goldman Sachs Foundation, led by Dina Powell, the firm many associate with Wall Street greed and excess has staked out a position as one of the nation’s leading corporate philanthropists."
Goldman Sachs Is Sued Over Ties to Malaysia’s Prime Minister,A private equity firm asserts that Goldman Sachs provided bad advice to one of its clients to help the scandal-plagued administration of Najib Razak.
The Great Goldman Sachs Fire Sale of 2008,"If everything was really under control after Lehman collapsed, why were Goldman Sachs executives dumping their stock by the bushelfull? William D. Cohan brings some little-known S.E.C. filings to lights on Opinionator."
Goldman Sachs Draws Up Deeper Cuts,"Goldman Sachs is preparing to significantly expand its cost-cutting initiative, a move that could lead to additional job losses at the bank."
Goldman Sachs Names 266 Managing Directors,"A day after naming 70 executives to its elite partnership, Goldman Sachs has promoted 266 to managing director, the next rung down from partner."
"Goldman Sachs, Banker to the Elite, Turns to the Common Man","With new online lending and savings businesses, Goldman Sachs is hoping that millions of ordinary people will be a new source of riches."
Gary Cohn Says Goldman Sachs Will Adapt to Survive,"Mr. Cohn, the company’s president, said Goldman Sachs had evolved from private partnership to bank holding company and would find new ways to work in the shifting environment."
‘The Daily’: It All Comes Back to Goldman Sachs,"And to a pivotal figure named Gary D. Cohn, and the role he played in the financial crisis of 2008 and 2009."
Goldman Sachs Hires Former European Commission President,"José Manuel Barroso, who was also the former prime minister of Portugal, will serve as an adviser and the chairman of Goldman Sachs International."
Goldman Sachs Remaking a Hub in Battery Park City,Goldman Sachs has begun to unveil the designs it has on remaking its new neighborhood of Battery Park City.
A Fake Goldman Sachs Underlines a Real Chinese Strength,"The investment bank joins a long list of counterfeits that includes Apple stores and British villages. They’re easy to mock, but they show an ingenuity and pluck that could be powerful."
Trader Accused of Misleading Clients Leaves Goldman Sachs,"Fabrice Tourre, the Goldman trader accused of misleading clients over a controversial mortgage deal, is no longer working at the firm."
Perella Weinberg Hires Goldman Sachs Managing Director,"Perella Weinberg Partners has hired Jonathan Prather, a managing director within Goldman Sachs’s global industrials group, as a partner in its advisory business."
Goldman Sachs Expands Philanthropic Fund to Younger Workers,Some millennials have still been having a hard time finding a sense of purpose underneath their pitch books and spreadsheets.
Goldman Sachs Misses Out on Big Alibaba Payoff,"Investors stand to make huge sums from the Chinese company’s approaching I.P.O. — but Goldman, which sold its stake a decade ago, will not be one of them."
Chief of Goldman Sachs’s Restructuring Business Leaves for Evercore,The departure of Roopesh Shah comes amid a prolonged slump in the restructuring advisory business.
A Fake Goldman Sachs Underlines a Real Chinese Strength,"The investment bank joins a long list of counterfeits that includes Apple stores and British villages. They’re easy to mock, but they show an ingenuity and pluck that could be powerful."
Goldman Sachs Dismisses Trader Linked to Currency Inquiry,"Frank Cahill’s chats from his time at HSBC were cited by British regulators in announcing settlements with banks last week, according to a person briefed on the matter."
Goldman Sachs quarterly profit down 7 percent,Goldman Sachs profit fell 7 percent during the fourth quarter of 2014 as investment banking revenues fell and market volatility hit trading. Shartia Brantley reports.
Libya’s Sovereign Fund and Goldman Sachs Clash in Court,A witness in a lawsuit against Goldman Sachs brought by the Libyan Investment Authority says she was stunned by a lack of due diligence in $1.2 billion in trades designed by Goldman.
Morgan Stanley Gives Goldman Sachs a Lesson in Diversity,"As chief executive, James Gorman has created a firm that is more flexible and profitable than its longtime Wall Street archrival."
Questions on Speeches to Goldman Sachs Vex Hillary Clinton,"With rivals pouncing on her ties to corporate America, experts say Mrs. Clinton needs to justify accepting speaking fees as high as $225,000. And quickly."
